qid,metric,value,Method
74897,nDCG@20,0.0,BM25
74907,AP,0.23529411764705882,BM25
74907,RR,0.5,BM25
74907,P@1,0.0,BM25
74907,P@5,0.4,BM25
74907,P@10,0.2,BM25
74907,nDCG@10,0.2865675290491406,BM25
74907,nDCG@20,0.32230539485452125,BM25
74928,AP,0.0,BM25
74928,RR,0.0,BM25
74928,P@1,0.0,BM25
74928,P@5,0.0,BM25
74928,P@10,0.0,BM25
74928,nDCG@10,0.0,BM25
74928,nDCG@20,0.0,BM25
74993,AP,0.35,BM25
74993,RR,1.0,BM25
74993,P@1,1.0,BM25
74993,P@5,0.4,BM25
74993,P@10,0.2,BM25
74993,nDCG@10,0.26708583047208334,BM25
74993,nDCG@20,0.26708583047208334,BM25
75020,AP,0.0,BM25
75020,RR,0.0,BM25
75020,P@1,0.0,BM25
75020,P@5,0.0,BM25
75020,P@10,0.0,BM25
75020,nDCG@10,0.0,BM25
75020,nDCG@20,0.0,BM25
75040,AP,0.6180555555555555,BM25
75040,RR,1.0,BM25
75040,P@1,1.0,BM25
75040,P@5,0.6,BM25
75040,P@10,0.5,BM25
75040,nDCG@10,0.5348973146729178,BM25
75040,nDCG@20,0.5348973146729178,BM25
75050,AP,0.3333333333333333,BM25
75050,RR,1.0,BM25
75050,P@1,1.0,BM25
75050,P@5,0.4,BM25
75050,P@10,0.2,BM25
75050,nDCG@10,0.6844784467353209,BM25
75050,nDCG@20,0.6844784467353209,BM25
75125,AP,0.16666666666666666,BM25
75125,RR,0.3333333333333333,BM25
75125,P@1,0.0,BM25
75125,P@5,0.2,BM25
75125,P@10,0.1,BM25
75125,nDCG@10,0.3065735963827292,BM25
75125,nDCG@20,0.3065735963827292,BM25
75132,AP,0.1,BM25
75132,RR,0.5,BM25
75132,P@1,0.0,BM25
75132,P@5,0.2,BM25
75132,P@10,0.1,BM25
75132,nDCG@10,0.11308223319704008,BM25
75132,nDCG@20,0.11308223319704008,BM25
75172,AP,0.6857142857142857,BM25
75172,RR,1.0,BM25
75172,P@1,1.0,BM25
75172,P@5,0.6,BM25
75172,P@10,0.3,BM25
75172,nDCG@10,0.6864953324880358,BM25
75172,nDCG@20,0.6864953324880358,BM25
75189,AP,0.0,BM25
75189,RR,0.0,BM25
75189,P@1,0.0,BM25
75189,P@5,0.0,BM25
75189,P@10,0.0,BM25
75189,nDCG@10,0.0,BM25
75189,nDCG@20,0.0,BM25
75215,AP,0.7361111111111112,BM25
75215,RR,1.0,BM25
75215,P@1,1.0,BM25
75215,P@5,0.4,BM25
75215,P@10,0.4,BM25
75215,nDCG@10,0.9430280418428402,BM25
75215,nDCG@20,0.9430280418428402,BM25
75219,AP,0.2857142857142857,BM25
75219,RR,1.0,BM25
75219,P@1,1.0,BM25
75219,P@5,0.4,BM25
75219,P@10,0.2,BM25
75219,nDCG@10,0.37765452337022726,BM25
75219,nDCG@20,0.37765452337022726,BM25
75288,AP,0.8055555555555555,BM25
75288,RR,1.0,BM25
75288,P@1,1.0,BM25
75288,P@5,0.6,BM25
75288,P@10,0.3,BM25
75288,nDCG@10,0.7094472026641538,BM25
75288,nDCG@20,0.7094472026641538,BM25
75318,AP,0.6666666666666666,BM25
75318,RR,1.0,BM25
75318,P@1,1.0,BM25
75318,P@5,0.2,BM25
75318,P@10,0.2,BM25
75318,nDCG@10,0.8315546295836225,BM25
75318,nDCG@20,0.8315546295836225,BM25
75354,AP,0.2222222222222222,BM25
75354,RR,0.5,BM25
75354,P@1,0.0,BM25
75354,P@5,0.2,BM25
75354,P@10,0.1,BM25
75354,nDCG@10,0.20151514190050246,BM25
75354,nDCG@20,0.37414000141327725,BM25
75359,AP,0.7595238095238095,BM25
75359,RR,1.0,BM25
75359,P@1,1.0,BM25
75359,P@5,0.6,BM25
75359,P@10,0.5,BM25
75359,nDCG@10,0.9181587419205219,BM25
75359,nDCG@20,0.9181587419205219,BM25
75379,AP,0.0,BM25
75379,RR,0.0,BM25
75379,P@1,0.0,BM25
75379,P@5,0.0,BM25
75379,P@10,0.0,BM25
75379,nDCG@10,0.0,BM25
75379,nDCG@20,0.0,BM25
75400,AP,0.5,BM25
75400,RR,0.5,BM25
75400,P@1,0.0,BM25
75400,P@5,0.2,BM25
75400,P@10,0.1,BM25
75400,nDCG@10,0.6309297535714575,BM25
75400,nDCG@20,0.6309297535714575,BM25
75414,AP,0.5,BM25
75414,RR,0.5,BM25
75414,P@1,0.0,BM25
75414,P@5,0.2,BM25
75414,P@10,0.1,BM25
75414,nDCG@10,0.6309297535714574,BM25
75414,nDCG@20,0.6309297535714574,BM25
75432,AP,0.0,BM25
75432,RR,0.0,BM25
75432,P@1,0.0,BM25
75432,P@5,0.0,BM25
75432,P@10,0.0,BM25
75432,nDCG@10,0.0,BM25
75432,nDCG@20,0.0,BM25
75464,AP,0.028571428571428574,BM25
75464,RR,0.2,BM25
75464,P@1,0.0,BM25
75464,P@5,0.2,BM25
75464,P@10,0.1,BM25
75464,nDCG@10,0.1842187115232314,BM25
75464,nDCG@20,0.1842187115232314,BM25
75476,AP,0.6666666666666666,BM25
75476,RR,1.0,BM25
75476,P@1,1.0,BM25
75476,P@5,0.2,BM25
75476,P@10,0.2,BM25
75476,nDCG@10,0.8315546295836225,BM25
75476,nDCG@20,0.8315546295836225,BM25
75525,AP,1.0,BM25
75525,RR,1.0,BM25
75525,P@1,1.0,BM25
75525,P@5,0.4,BM25
75525,P@10,0.2,BM25
75525,nDCG@10,0.7967075809905066,BM25
75525,nDCG@20,0.7967075809905066,BM25
75543,AP,0.5,BM25
75543,RR,0.5,BM25
75543,P@1,0.0,BM25
75543,P@5,0.2,BM25
75543,P@10,0.1,BM25
75543,nDCG@10,0.6309297535714575,BM25
75543,nDCG@20,0.6309297535714575,BM25
75569,AP,0.0,BM25
75569,RR,0.0,BM25
75569,P@1,0.0,BM25
75569,P@5,0.0,BM25
75569,P@10,0.0,BM25
75569,nDCG@10,0.0,BM25
75569,nDCG@20,0.0,BM25
75636,AP,0.7101449275362319,BM25
75636,RR,1.0,BM25
75636,P@1,1.0,BM25
75636,P@5,0.4,BM25
75636,P@10,0.2,BM25
75636,nDCG@10,0.894999002123018,BM25
75636,nDCG@20,0.894999002123018,BM25
75639,AP,0.20892749114164721,BM25
75639,RR,0.5,BM25
75639,P@1,0.0,BM25
75639,P@5,0.4,BM25
75639,P@10,0.2,BM25
75639,nDCG@10,0.32335605494029823,BM25
75639,nDCG@20,0.35462397620476355,BM25
75659,AP,0.8333333333333334,BM25
75659,RR,1.0,BM25
75659,P@1,1.0,BM25
75659,P@5,1.0,BM25
75659,P@10,0.5,BM25
75659,nDCG@10,0.8097564326045632,BM25
75659,nDCG@20,0.8097564326045632,BM25
75762,AP,0.25,BM25
75762,RR,1.0,BM25
75762,P@1,1.0,BM25
75762,P@5,0.2,BM25
75762,P@10,0.1,BM25
75762,nDCG@10,0.7192166751581875,BM25
75762,nDCG@20,0.7192166751581875,BM25
75801,AP,0.10666666666666666,BM25
75801,RR,0.2,BM25
75801,P@1,0.0,BM25
75801,P@5,0.2,BM25
75801,P@10,0.2,BM25
75801,nDCG@10,0.17173522092732119,BM25
75801,nDCG@20,0.17173522092732119,BM25
75831,AP,0.25,BM25
75831,RR,1.0,BM25
75831,P@1,1.0,BM25
75831,P@5,0.2,BM25
75831,P@10,0.1,BM25
75831,nDCG@10,0.5112823514092881,BM25
75831,nDCG@20,0.5112823514092881,BM25
75876,AP,1.0,BM25
75876,RR,1.0,BM25
75876,P@1,1.0,BM25
75876,P@5,0.8,BM25
75876,P@10,0.4,BM25
75876,nDCG@10,0.7503846658256149,BM25
75876,nDCG@20,0.7503846658256149,BM25
75911,AP,0.10588972431077692,BM25
75911,RR,0.16666666666666666,BM25
75911,P@1,0.0,BM25
75911,P@5,0.0,BM25
75911,P@10,0.2,BM25
75911,nDCG@10,0.10714302583393293,BM25
75911,nDCG@20,0.18096048290151415,BM25
75960,AP,0.0,BM25
75960,RR,0.0,BM25
75960,P@1,0.0,BM25
75960,P@5,0.0,BM25
75960,P@10,0.0,BM25
75960,nDCG@10,0.0,BM25
75960,nDCG@20,0.0,BM25
75980,AP,0.018686868686868686,BM25
75980,RR,0.045454545454545456,BM25
75980,P@1,0.0,BM25
75980,P@5,0.0,BM25
75980,P@10,0.0,BM25
75980,nDCG@10,0.0,BM25
75980,nDCG@20,0.0,BM25
75988,AP,1.0,BM25
75988,RR,1.0,BM25
75988,P@1,1.0,BM25
75988,P@5,1.0,BM25
75988,P@10,0.6,BM25
75988,nDCG@10,0.9601220623210976,BM25
75988,nDCG@20,0.9601220623210976,BM25
76048,AP,0.8333333333333333,BM25
76048,RR,1.0,BM25
76048,P@1,1.0,BM25
76048,P@5,0.4,BM25
76048,P@10,0.2,BM25
76048,nDCG@10,0.9717271130121371,BM25
76048,nDCG@20,0.9717271130121371,BM25
76143,AP,0.5422222222222223,BM25
76143,RR,0.5,BM25
76143,P@1,0.0,BM25
76143,P@5,0.6,BM25
76143,P@10,0.5,BM25
76143,nDCG@10,0.657430789675934,BM25
76143,nDCG@20,0.657430789675934,BM25
76233,AP,0.0,BM25
76233,RR,0.0,BM25
76233,P@1,0.0,BM25
76233,P@5,0.0,BM25
76233,P@10,0.0,BM25
76233,nDCG@10,0.0,BM25
76233,nDCG@20,0.0,BM25
76258,AP,0.0,BM25
76258,RR,0.0,BM25
76258,P@1,0.0,BM25
76258,P@5,0.0,BM25
76258,P@10,0.0,BM25
76258,nDCG@10,0.0,BM25
76258,nDCG@20,0.0,BM25
76285,AP,0.8129251700680271,BM25
76285,RR,1.0,BM25
76285,P@1,1.0,BM25
76285,P@5,0.8,BM25
76285,P@10,0.6,BM25
76285,nDCG@10,0.6317148287112301,BM25
76285,nDCG@20,0.6317148287112301,BM25
76300,AP,0.0,BM25
76300,RR,0.0,BM25
76300,P@1,0.0,BM25
76300,P@5,0.0,BM25
76300,P@10,0.0,BM25
76300,nDCG@10,0.0,BM25
76300,nDCG@20,0.0,BM25
76312,AP,0.4947278911564626,BM25
76312,RR,0.5,BM25
76312,P@1,0.0,BM25
76312,P@5,0.6,BM25
76312,P@10,0.6,BM25
76312,nDCG@10,0.6200038801202779,BM25
76312,nDCG@20,0.6200038801202779,BM25
76323,AP,0.6,BM25
76323,RR,1.0,BM25
76323,P@1,1.0,BM25
76323,P@5,0.2,BM25
76323,P@10,0.2,BM25
76323,nDCG@10,0.9261779069332854,BM25
76323,nDCG@20,0.9261779069332854,BM25
76326,AP,0.03996983408748115,BM25
76326,RR,0.16666666666666666,BM25
76326,P@1,0.0,BM25
76326,P@5,0.0,BM25
76326,P@10,0.1,BM25
76326,nDCG@10,0.10439738193325837,BM25
76326,nDCG@20,0.15125362098134493,BM25
76350,AP,0.05555555555555555,BM25
76350,RR,0.16666666666666666,BM25
76350,P@1,0.0,BM25
76350,P@5,0.0,BM25
76350,P@10,0.1,BM25
76350,nDCG@10,0.055720151655400764,BM25
76350,nDCG@20,0.055720151655400764,BM25
76438,AP,0.0,BM25
76438,RR,0.0,BM25
76438,P@1,0.0,BM25
76438,P@5,0.0,BM25
76438,P@10,0.0,BM25
76438,nDCG@10,0.0,BM25
76438,nDCG@20,0.0,BM25
76452,AP,0.16666666666666666,BM25
76452,RR,0.5,BM25
76452,P@1,0.0,BM25
76452,P@5,0.4,BM25
76452,P@10,0.2,BM25
76452,nDCG@10,0.25414033802074537,BM25
76452,nDCG@20,0.25414033802074537,BM25
76612,AP,1.0,BM25
76612,RR,1.0,BM25
76612,P@1,1.0,BM25
76612,P@5,0.6,BM25
76612,P@10,0.3,BM25
76612,nDCG@10,1.0,BM25
76612,nDCG@20,1.0,BM25
76697,AP,1.0,BM25
76697,RR,1.0,BM25
76697,P@1,1.0,BM25
76697,P@5,0.2,BM25
76697,P@10,0.1,BM25
76697,nDCG@10,1.0,BM25
76697,nDCG@20,1.0,BM25
76726,AP,1.0,BM25
76726,RR,1.0,BM25
76726,P@1,1.0,BM25
76726,P@5,1.0,BM25
76726,P@10,0.5,BM25
76726,nDCG@10,0.9578347709816888,BM25
76726,nDCG@20,0.9578347709816888,BM25
76755,AP,1.0,BM25
76755,RR,1.0,BM25
76755,P@1,1.0,BM25
76755,P@5,0.4,BM25
76755,P@10,0.2,BM25
76755,nDCG@10,1.0,BM25
76755,nDCG@20,1.0,BM25
76842,AP,0.14285714285714285,BM25
76842,RR,1.0,BM25
76842,P@1,1.0,BM25
76842,P@5,0.2,BM25
76842,P@10,0.1,BM25
76842,nDCG@10,0.44944531527663445,BM25
76842,nDCG@20,0.44944531527663445,BM25
76864,AP,0.5833333333333333,BM25
76864,RR,0.5,BM25
76864,P@1,0.0,BM25
76864,P@5,0.4,BM25
76864,P@10,0.2,BM25
76864,nDCG@10,0.6529399440693054,BM25
76864,nDCG@20,0.6529399440693054,BM25
76905,AP,1.0,BM25
76905,RR,1.0,BM25
76905,P@1,1.0,BM25
76905,P@5,1.0,BM25
76905,P@10,0.6,BM25
76905,nDCG@10,0.965392372455995,BM25
76905,nDCG@20,0.965392372455995,BM25
76958,AP,0.0,BM25
76958,RR,0.0,BM25
76958,P@1,0.0,BM25
76958,P@5,0.0,BM25
76958,P@10,0.0,BM25
76958,nDCG@10,0.0,BM25
76958,nDCG@20,0.0,BM25
77004,AP,0.0,BM25
77004,RR,0.0,BM25
77004,P@1,0.0,BM25
77004,P@5,0.0,BM25
77004,P@10,0.0,BM25
77004,nDCG@10,0.0,BM25
77004,nDCG@20,0.0,BM25
77079,AP,0.25,BM25
77079,RR,1.0,BM25
77079,P@1,1.0,BM25
77079,P@5,0.2,BM25
77079,P@10,0.1,BM25
77079,nDCG@10,0.14655308996296207,BM25
77079,nDCG@20,0.14655308996296207,BM25
77101,AP,1.0,BM25
77101,RR,1.0,BM25
77101,P@1,1.0,BM25
77101,P@5,0.2,BM25
77101,P@10,0.1,BM25
77101,nDCG@10,1.0,BM25
77101,nDCG@20,1.0,BM25
77184,AP,0.7666666666666666,BM25
77184,RR,1.0,BM25
77184,P@1,1.0,BM25
77184,P@5,0.4,BM25
77184,P@10,0.3,BM25
77184,nDCG@10,0.9010126104210695,BM25
77184,nDCG@20,0.9010126104210695,BM25
77253,AP,1.0,BM25
77253,RR,1.0,BM25
77253,P@1,1.0,BM25
77253,P@5,1.0,BM25
77253,P@10,0.8,BM25
77253,nDCG@10,0.77391875200376,BM25
77253,nDCG@20,0.77391875200376,BM25
77265,AP,0.41666666666666663,BM25
77265,RR,1.0,BM25
77265,P@1,1.0,BM25
77265,P@5,0.4,BM25
77265,P@10,0.2,BM25
77265,nDCG@10,0.7327654498148104,BM25
77265,nDCG@20,0.7327654498148104,BM25
77290,AP,0.4982993197278911,BM25
77290,RR,1.0,BM25
77290,P@1,1.0,BM25
77290,P@5,0.4,BM25
77290,P@10,0.4,BM25
77290,nDCG@10,0.5552253103867556,BM25
77290,nDCG@20,0.5873970587119748,BM25
77373,AP,0.0,BM25
77373,RR,0.0,BM25
77373,P@1,0.0,BM25
77373,P@5,0.0,BM25
77373,P@10,0.0,BM25
77373,nDCG@10,0.0,BM25
77373,nDCG@20,0.0,BM25
77471,AP,0.0,BM25
77471,RR,0.0,BM25
77471,P@1,0.0,BM25
77471,P@5,0.0,BM25
77471,P@10,0.0,BM25
77471,nDCG@10,0.0,BM25
77471,nDCG@20,0.0,BM25
77511,AP,0.2877933157068496,BM25
77511,RR,0.25,BM25
77511,P@1,0.0,BM25
77511,P@5,0.4,BM25
77511,P@10,0.3,BM25
77511,nDCG@10,0.26243084962567736,BM25
77511,nDCG@20,0.3503702159216184,BM25
77525,AP,1.0,BM25
77525,RR,1.0,BM25
77525,P@1,1.0,BM25
77525,P@5,0.2,BM25
77525,P@10,0.1,BM25
77525,nDCG@10,1.0,BM25
77525,nDCG@20,1.0,BM25
77534,AP,0.0,BM25
77534,RR,0.0,BM25
77534,P@1,0.0,BM25
77534,P@5,0.0,BM25
77534,P@10,0.0,BM25
77534,nDCG@10,0.0,BM25
77534,nDCG@20,0.0,BM25
77543,AP,0.16666666666666666,BM25
77543,RR,1.0,BM25
77543,P@1,1.0,BM25
77543,P@5,0.2,BM25
77543,P@10,0.1,BM25
77543,nDCG@10,0.33343698143344463,BM25
77543,nDCG@20,0.33343698143344463,BM25
77611,AP,1.0,BM25
77611,RR,1.0,BM25
77611,P@1,1.0,BM25
77611,P@5,1.0,BM25
77611,P@10,0.6,BM25
77611,nDCG@10,0.9537160946083901,BM25
77611,nDCG@20,0.9537160946083901,BM25
77766,AP,0.0,BM25
77766,RR,0.0,BM25
77766,P@1,0.0,BM25
77766,P@5,0.0,BM25
77766,P@10,0.0,BM25
77766,nDCG@10,0.0,BM25
77766,nDCG@20,0.0,BM25
77809,AP,0.047619047619047616,BM25
77809,RR,0.3333333333333333,BM25
77809,P@1,0.0,BM25
77809,P@5,0.2,BM25
77809,P@10,0.1,BM25
77809,nDCG@10,0.20270656107242785,BM25
77809,nDCG@20,0.20270656107242785,BM25
77854,AP,1.0,BM25
77854,RR,1.0,BM25
77854,P@1,1.0,BM25
77854,P@5,0.8,BM25
77854,P@10,0.4,BM25
77854,nDCG@10,1.0,BM25
77854,nDCG@20,1.0,BM25
77908,AP,0.75,BM25
77908,RR,1.0,BM25
77908,P@1,1.0,BM25
77908,P@5,0.6,BM25
77908,P@10,0.3,BM25
77908,nDCG@10,0.6882252218250176,BM25
77908,nDCG@20,0.6882252218250176,BM25
77915,AP,0.0,BM25
77915,RR,0.0,BM25
77915,P@1,0.0,BM25
77915,P@5,0.0,BM25
77915,P@10,0.0,BM25
77915,nDCG@10,0.0,BM25
77915,nDCG@20,0.0,BM25
77944,AP,0.00625,BM25
77944,RR,0.05,BM25
77944,P@1,0.0,BM25
77944,P@5,0.0,BM25
77944,P@10,0.0,BM25
77944,nDCG@10,0.0,BM25
77944,nDCG@20,0.024705615138714866,BM25
78035,AP,1.0,BM25
78035,RR,1.0,BM25
78035,P@1,1.0,BM25
78035,P@5,0.4,BM25
78035,P@10,0.2,BM25
78035,nDCG@10,1.0,BM25
78035,nDCG@20,1.0,BM25
78087,AP,0.05555555555555555,BM25
78087,RR,0.1111111111111111,BM25
78087,P@1,0.0,BM25
78087,P@5,0.0,BM25
78087,P@10,0.1,BM25
78087,nDCG@10,0.04861174686650227,BM25
78087,nDCG@20,0.12464163539276805,BM25
78098,AP,0.0,BM25
78098,RR,0.0,BM25
78098,P@1,0.0,BM25
78098,P@5,0.0,BM25
78098,P@10,0.0,BM25
78098,nDCG@10,0.0,BM25
78098,nDCG@20,0.0,BM25
78110,AP,0.836734693877551,BM25
78110,RR,1.0,BM25
78110,P@1,1.0,BM25
78110,P@5,1.0,BM25
78110,P@10,0.6,BM25
78110,nDCG@10,0.8668945901644501,BM25
78110,nDCG@20,0.8668945901644501,BM25
78132,AP,0.0,BM25
78132,RR,0.0,BM25
78132,P@1,0.0,BM25
78132,P@5,0.0,BM25
78132,P@10,0.0,BM25
78132,nDCG@10,0.0,BM25
78132,nDCG@20,0.0,BM25
78187,AP,0.0,BM25
78187,RR,0.0,BM25
78187,P@1,0.0,BM25
78187,P@5,0.0,BM25
78187,P@10,0.0,BM25
78187,nDCG@10,0.0,BM25
78187,nDCG@20,0.0,BM25
78205,AP,0.9666666666666666,BM25
78205,RR,1.0,BM25
78205,P@1,1.0,BM25
78205,P@5,0.8,BM25
78205,P@10,0.5,BM25
78205,nDCG@10,0.9452685242826934,BM25
78205,nDCG@20,0.9452685242826934,BM25
78315,AP,0.6567982456140351,BM25
78315,RR,1.0,BM25
78315,P@1,1.0,BM25
78315,P@5,0.6,BM25
78315,P@10,0.3,BM25
78315,nDCG@10,0.6339926449953394,BM25
78315,nDCG@20,0.6785524150679466,BM25
78399,AP,0.16666666666666666,BM25
78399,RR,1.0,BM25
78399,P@1,1.0,BM25
78399,P@5,0.2,BM25
78399,P@10,0.1,BM25
78399,nDCG@10,0.14151225459926822,BM25
78399,nDCG@20,0.14151225459926822,BM25
78742,AP,0.2,BM25
78742,RR,1.0,BM25
78742,P@1,1.0,BM25
78742,P@5,0.2,BM25
78742,P@10,0.1,BM25
78742,nDCG@10,0.20208310829219417,BM25
78742,nDCG@20,0.20208310829219417,BM25
78806,AP,0.3333333333333333,BM25
78806,RR,1.0,BM25
78806,P@1,1.0,BM25
78806,P@5,0.2,BM25
78806,P@10,0.1,BM25
78806,nDCG@10,0.24207625393180188,BM25
78806,nDCG@20,0.24207625393180188,BM25
78836,AP,0.0,BM25
78836,RR,0.0,BM25
78836,P@1,0.0,BM25
78836,P@5,0.0,BM25
78836,P@10,0.0,BM25
78836,nDCG@10,0.0,BM25
78836,nDCG@20,0.0,BM25
78920,AP,0.047619047619047616,BM25
78920,RR,0.3333333333333333,BM25
78920,P@1,0.0,BM25
78920,P@5,0.2,BM25
78920,P@10,0.1,BM25
78920,nDCG@10,0.07975843539838025,BM25
78920,nDCG@20,0.07975843539838025,BM25
79005,AP,0.9159722222222222,BM25
79005,RR,1.0,BM25
79005,P@1,1.0,BM25
79005,P@5,1.0,BM25
79005,P@10,0.8,BM25
79005,nDCG@10,0.7701137123906127,BM25
79005,nDCG@20,0.7701137123906127,BM25
79121,AP,0.9166666666666666,BM25
79121,RR,1.0,BM25
79121,P@1,1.0,BM25
79121,P@5,0.6,BM25
79121,P@10,0.3,BM25
79121,nDCG@10,0.8798581971190338,BM25
79121,nDCG@20,0.8798581971190338,BM25
79211,AP,0.0,BM25
79211,RR,0.0,BM25
79211,P@1,0.0,BM25
79211,P@5,0.0,BM25
79211,P@10,0.0,BM25
79211,nDCG@10,0.0,BM25
79211,nDCG@20,0.0,BM25
79255,AP,0.0,BM25
79255,RR,0.0,BM25
79255,P@1,0.0,BM25
79255,P@5,0.0,BM25
79255,P@10,0.0,BM25
79255,nDCG@10,0.0,BM25
79255,nDCG@20,0.0,BM25
79355,AP,1.0,BM25
79355,RR,1.0,BM25
79355,P@1,1.0,BM25
79355,P@5,0.2,BM25
79355,P@10,0.1,BM25
79355,nDCG@10,1.0,BM25
79355,nDCG@20,1.0,BM25
79374,AP,0.25,BM25
79374,RR,1.0,BM25
79374,P@1,1.0,BM25
79374,P@5,0.2,BM25
79374,P@10,0.1,BM25
79374,nDCG@10,0.1798041687895469,BM25
79374,nDCG@20,0.1798041687895469,BM25
79389,AP,0.05555555555555555,BM25
79389,RR,0.16666666666666666,BM25
79389,P@1,0.0,BM25
79389,P@5,0.0,BM25
79389,P@10,0.1,BM25
79389,nDCG@10,0.1137704181007881,BM25
79389,nDCG@20,0.1137704181007881,BM25
79474,AP,0.041666666666666664,BM25
79474,RR,0.3333333333333333,BM25
79474,P@1,0.0,BM25
79474,P@5,0.2,BM25
79474,P@10,0.1,BM25
79474,nDCG@10,0.05183495437146588,BM25
79474,nDCG@20,0.05183495437146588,BM25
79475,AP,0.0,BM25
79475,RR,0.0,BM25
79475,P@1,0.0,BM25
79475,P@5,0.0,BM25
79475,P@10,0.0,BM25
79475,nDCG@10,0.0,BM25
79475,nDCG@20,0.0,BM25
79505,AP,0.5,BM25
79505,RR,1.0,BM25
79505,P@1,1.0,BM25
79505,P@5,0.2,BM25
79505,P@10,0.1,BM25
79505,nDCG@10,0.8637574337885663,BM25
79505,nDCG@20,0.8637574337885663,BM25
79518,AP,1.0,BM25
79518,RR,1.0,BM25
79518,P@1,1.0,BM25
79518,P@5,0.2,BM25
79518,P@10,0.1,BM25
79518,nDCG@10,1.0,BM25
79518,nDCG@20,1.0,BM25
79621,AP,0.0,BM25
79621,RR,0.0,BM25
79621,P@1,0.0,BM25
79621,P@5,0.0,BM25
79621,P@10,0.0,BM25
79621,nDCG@10,0.0,BM25
79621,nDCG@20,0.0,BM25
79715,AP,0.0,BM25
79715,RR,0.0,BM25
79715,P@1,0.0,BM25
79715,P@5,0.0,BM25
79715,P@10,0.0,BM25
79715,nDCG@10,0.0,BM25
79715,nDCG@20,0.0,BM25
79771,AP,0.3333333333333333,BM25
79771,RR,1.0,BM25
79771,P@1,1.0,BM25
79771,P@5,0.2,BM25
79771,P@10,0.1,BM25
79771,nDCG@10,0.24207625393180188,BM25
79771,nDCG@20,0.24207625393180188,BM25
79789,AP,0.028571428571428574,BM25
79789,RR,0.2,BM25
79789,P@1,0.0,BM25
79789,P@5,0.2,BM25
79789,P@10,0.1,BM25
79789,nDCG@10,0.13040188643488473,BM25
79789,nDCG@20,0.13040188643488473,BM25
79793,AP,0.7702205882352942,BM25
79793,RR,1.0,BM25
79793,P@1,1.0,BM25
79793,P@5,1.0,BM25
79793,P@10,0.6,BM25
79793,nDCG@10,0.5257797466847758,BM25
79793,nDCG@20,0.5755024197338469,BM25
79796,AP,0.6607142857142857,BM25
79796,RR,1.0,BM25
79796,P@1,1.0,BM25
79796,P@5,0.8,BM25
79796,P@10,0.5,BM25
79796,nDCG@10,0.8874429252182782,BM25
79796,nDCG@20,0.8874429252182782,BM25
79800,AP,0.0,BM25
79800,RR,0.0,BM25
79800,P@1,0.0,BM25
79800,P@5,0.0,BM25
79800,P@10,0.0,BM25
79800,nDCG@10,0.0,BM25
79800,nDCG@20,0.0,BM25
79801,AP,0.0,BM25
79801,RR,0.0,BM25
79801,P@1,0.0,BM25
79801,P@5,0.0,BM25
79801,P@10,0.0,BM25
79801,nDCG@10,0.0,BM25
79801,nDCG@20,0.0,BM25
79809,AP,1.0,BM25
79809,RR,1.0,BM25
79809,P@1,1.0,BM25
79809,P@5,0.4,BM25
79809,P@10,0.2,BM25
79809,nDCG@10,1.0,BM25
79809,nDCG@20,1.0,BM25
79810,AP,0.7611111111111111,BM25
79810,RR,1.0,BM25
79810,P@1,1.0,BM25
79810,P@5,0.6,BM25
79810,P@10,0.4,BM25
79810,nDCG@10,0.9052181617170642,BM25
79810,nDCG@20,0.9052181617170642,BM25
79812,AP,0.6857142857142857,BM25
79812,RR,1.0,BM25
79812,P@1,1.0,BM25
79812,P@5,0.8,BM25
79812,P@10,0.5,BM25
79812,nDCG@10,0.46567611836729716,BM25
79812,nDCG@20,0.46567611836729716,BM25
79891,AP,0.0,BM25
79891,RR,0.0,BM25
79891,P@1,0.0,BM25
79891,P@5,0.0,BM25
79891,P@10,0.0,BM25
79891,nDCG@10,0.0,BM25
79891,nDCG@20,0.0,BM25
79993,AP,0.62,BM25
79993,RR,1.0,BM25
79993,P@1,1.0,BM25
79993,P@5,0.6,BM25
79993,P@10,0.4,BM25
79993,nDCG@10,0.889734934174355,BM25
79993,nDCG@20,0.889734934174355,BM25
80002,AP,0.25,BM25
80002,RR,1.0,BM25
80002,P@1,1.0,BM25
80002,P@5,0.2,BM25
80002,P@10,0.1,BM25
80002,nDCG@10,0.1614847276573866,BM25
80002,nDCG@20,0.1614847276573866,BM25
80011,AP,0.0,BM25
80011,RR,0.0,BM25
80011,P@1,0.0,BM25
80011,P@5,0.0,BM25
80011,P@10,0.0,BM25
80011,nDCG@10,0.0,BM25
80011,nDCG@20,0.0,BM25
80019,AP,0.0,BM25
80019,RR,0.0,BM25
80019,P@1,0.0,BM25
80019,P@5,0.0,BM25
80019,P@10,0.0,BM25
80019,nDCG@10,0.0,BM25
80019,nDCG@20,0.0,BM25
80074,AP,0.0,BM25
80074,RR,0.0,BM25
80074,P@1,0.0,BM25
80074,P@5,0.0,BM25
80074,P@10,0.0,BM25
80074,nDCG@10,0.0,BM25
80074,nDCG@20,0.0,BM25
80098,AP,0.33214285714285713,BM25
80098,RR,0.5,BM25
80098,P@1,0.0,BM25
80098,P@5,0.4,BM25
80098,P@10,0.3,BM25
80098,nDCG@10,0.5728191393044714,BM25
80098,nDCG@20,0.5728191393044714,BM25
80155,AP,0.23928571428571424,BM25
80155,RR,1.0,BM25
80155,P@1,1.0,BM25
80155,P@5,0.2,BM25
